emp_length,annual_income,debt_to_income,annual_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_amount,term,interest_rate,installment,grade,default,is_joint_app,ever_delinquent,ever_90d_late,loan_income_ratio,homeownership_OWN,homeownership_RENT,verified_income_Source Verified,verified_income_Verified,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_small_business,loan_purpose_vacation,application_type_joint,verification_income_joint_Not Verified,verification_income_joint_Source Verified,verification_income_joint_Verified,initial_listing_status_whole,disbursement_method_DirectPay
10.0,45000.0,22.19,0.0,0.0,0,30.0,1993,1,38,22,128362,34325,0,0,999.0,0,0,1,6,9.0,22,0.0,0,8,107100,32,20,9,0,97.4,0,0,3500,36,15.05,121.42,3,0,0,1,0,0.07777777777777778,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,180000.0,0.17,0.0,0.0,1,23.0,2012,7,11,6,474200,415,0,0,999.0,0,0,0,2,2.0,6,0.0,0,1,52000,10,5,1,1,90.9,0,0,40000,36,7.35,1241.5,1,0,0,1,0,0.2222222222222222,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,55000.0,29.11,0.0,0.0,0,28.0,1990,0,40,18,199837,49130,0,0,999.0,0,0,2,4,13.0,18,0.0,0,4,44400,18,15,7,4,92.5,0,0,30000,60,12.62,676.78,3,0,0,1,0,0.5454545454545454,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,25000.0,6.72,0.0,0.0,0,72.0,2009,2,28,6,114005,3185,0,0,999.0,0,0,1,4,0.0,6,0.0,0,1,16900,6,3,1,2,96.4,0,0,8000,36,10.9,261.54,2,0,0,1,0,0.32,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.0,100000.0,25.65,0.0,0.0,2,12.0,1986,2,44,28,120282,87429,0,0,999.0,0,0,3,2,7.0,28,0.0,0,4,8300,32,24,15,0,81.8,0,0,35000,36,16.02,1230.85,3,1,0,1,0,0.35,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
10.0,95000.0,27.22,140000.0,20.63,1,4.0,2004,0,45,23,332270,112694,0,1,999.0,0,0,9,3,15.0,23,0.0,0,6,41800,26,13,7,4,97.8,1,0,25000,36,9.93,805.86,2,0,1,1,0,0.2631578947368421,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,23500.0,20.4,0.0,0.0,0,999.0,2009,1,11,7,59751,28169,0,0,999.0,0,0,3,2,8.0,7,0.0,0,2,34900,4,4,2,0,100.0,0,0,12000,36,7.34,372.4,1,0,0,0,0,0.5106382978723404,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,68000.0,24.6,0.0,0.0,0,999.0,2007,10,22,10,307329,79188,0,0,999.0,0,0,3,6,4.0,10,0.0,0,5,53200,10,6,6,2,100.0,0,0,8000,36,7.96,250.55,1,0,0,0,0,0.11764705882352941,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,84676.0,26.31,0.0,0.0,0,999.0,2002,2,32,13,236253,110717,0,0,999.0,0,0,5,6,1.0,13,0.0,0,1,10000,12,7,5,3,100.0,0,0,30000,60,26.77,911.95,5,1,0,0,0,0.35429165288865794,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,54902.0,22.47,0.0,0.0,1,13.0,2005,3,46,9,205156,139223,0,1,999.0,0,0,6,3,0.0,9,0.0,0,1,2400,3,1,1,2,93.5,0,1,8000,36,13.58,271.8,3,0,0,1,0,0.1457141816327274,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,53527.6,10.47,0.0,0.0,0,999.0,2000,0,8,6,17600,17160,0,0,999.0,0,0,0,1,999.0,6,0.0,0,5,12600,6,6,6,1,100.0,0,0,30000,36,18.06,1085.48,4,0,0,0,0,0.5604585298051846,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,37840.0,26.86,0.0,0.0,0,67.0,2007,6,13,8,64872,43862,0,0,999.0,0,0,2,6,2.0,8,0.0,0,2,16600,9,6,3,0,92.3,0,0,10000,60,23.88,286.99,5,0,0,1,0,0.2642706131078224,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,60000.0,25.28,0.0,0.0,0,52.0,2003,0,27,12,197061,54661,0,0,52.0,0,0,4,2,21.0,12,0.0,0,4,29100,14,7,6,4,96.3,0,0,20000,60,28.72,631.44,6,1,0,1,1,0.3333333333333333,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,29000.0,1.16,0.0,0.0,0,999.0,2008,0,11,7,14500,981,0,0,999.0,0,1844,0,3,999.0,7,0.0,0,1,11000,7,7,1,0,100.0,0,0,12000,36,10.91,392.36,2,0,0,0,0,0.41379310344827586,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,145000.0,23.26,0.0,0.0,0,999.0,2003,1,11,7,423921,104566,0,0,999.0,0,0,3,3,9.0,7,0.0,0,2,23500,3,3,3,2,100.0,0,0,35000,60,17.47,878.71,4,0,0,0,0,0.2413793103448276,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
10.0,44000.0,13.75,0.0,0.0,0,43.0,2003,2,17,9,77353,20197,0,0,999.0,0,0,1,7,0.0,9,0.0,0,2,21400,9,7,5,2,94.1,0,0,11500,60,12.61,259.38,3,0,0,1,0,0.26136363636363635,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,52000.0,13.71,0.0,0.0,0,999.0,2007,4,18,9,60823,22077,0,0,999.0,0,0,1,12,0.0,9,0.0,0,5,40800,12,8,5,0,100.0,0,0,10000,36,12.62,335.12,3,1,0,0,0,0.19230769230769232,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,92000.0,24.99,0.0,0.0,0,999.0,2001,4,27,6,142546,96275,0,0,999.0,0,0,4,3,5.0,6,0.0,0,1,27000,16,2,1,0,100.0,0,0,25450,36,7.97,797.16,1,0,0,0,0,0.2766304347826087,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,78000.0,10.86,0.0,0.0,0,84.0,1998,5,45,16,97477,89055,0,0,999.0,0,0,7,3,12.0,16,0.0,0,4,28000,25,9,7,0,95.5,0,0,6025,36,15.05,209.01,3,0,0,1,0,0.07724358974358975,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,43000.0,11.11,0.0,0.0,0,999.0,1998,1,18,9,98593,20722,0,0,999.0,0,0,1,5,8.0,9,0.0,0,2,13600,6,6,4,2,100.0,0,0,6400,36,14.07,218.96,3,0,0,0,0,0.14883720930232558,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,120000.0,16.9,0.0,0.0,0,999.0,2004,1,18,7,58389,41775,0,0,999.0,0,0,3,3,5.0,7,0.0,0,2,8500,6,4,4,0,100.0,0,0,15000,36,17.09,535.47,4,0,0,0,0,0.125,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.0,38000.0,11.28,0.0,0.0,0,999.0,2009,0,7,6,18414,10959,0,0,999.0,0,0,1,6,20.0,6,0.0,0,2,2000,5,5,4,0,100.0,0,0,3000,36,13.59,101.94,3,0,0,0,0,0.07894736842105263,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,92500.0,9.8,0.0,0.0,0,33.0,1986,4,29,8,50815,25438,0,1,62.0,0,0,1,3,2.0,8,0.0,0,4,19000,22,7,5,2,66.0,0,1,35000,60,25.81,1043.99,5,0,0,1,1,0.3783783783783784,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,64000.0,21.85,0.0,0.0,0,999.0,1992,1,32,12,57059,39327,0,1,81.0,0,0,2,6,2.0,12,0.0,0,6,26310,25,10,7,0,97.0,0,1,15000,60,11.99,333.6,2,1,0,0,1,0.234375,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,85000.0,18.92,335000.0,7.18,2,9.0,1991,1,21,7,524299,36949,0,0,9.0,0,0,1,2,12.0,7,0.0,0,2,18300,14,5,3,2,90.5,0,0,12000,36,10.42,389.58,2,0,1,1,1,0.1411764705882353,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.0,60000.0,24.66,0.0,0.0,0,999.0,2002,0,18,9,226131,67509,0,1,999.0,0,0,3,2,15.0,9,0.0,0,4,13500,6,5,5,1,100.0,0,1,13000,36,7.34,403.43,1,0,0,0,0,0.21666666666666667,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
10.0,100000.0,17.1,204000.0,28.2,0,38.0,2004,2,21,13,106047,81208,0,0,38.0,0,0,6,12,8.0,13,0.0,0,5,29800,9,7,6,0,90.0,0,0,12000,36,21.85,457.36,4,1,1,1,1,0.12,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,90500.0,25.13,0.0,0.0,0,999.0,2007,1,32,18,203921,194908,0,0,999.0,0,0,15,4,7.0,18,0.0,0,3,12300,5,3,3,0,100.0,0,0,17000,36,7.35,527.64,1,0,0,0,0,0.1878453038674033,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,85000.0,8.97,0.0,0.0,0,24.0,2003,1,19,6,295831,16476,0,0,24.0,0,0,1,3,9.0,6,0.0,0,1,7500,9,3,3,5,78.9,0,0,12000,36,13.58,407.69,3,1,0,1,1,0.1411764705882353,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
10.0,133000.0,20.86,0.0,0.0,0,999.0,2006,4,26,9,369146,102943,0,0,999.0,0,0,3,4,3.0,9,0.0,0,0,7200,13,4,0,2,100.0,0,0,32000,60,15.05,762.12,3,0,0,0,0,0.24060150375939848,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,36433.0,26.93,0.0,0.0,0,999.0,2004,0,19,10,46780,22379,0,0,999.0,0,0,1,5,19.0,10,0.0,0,0,9500,16,8,1,0,100.0,0,0,6000,36,7.35,186.23,1,0,0,0,0,0.16468586171877145,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,20000.0,11.28,340000.0,11.62,0,999.0,2009,2,9,5,38700,8161,0,1,999.0,0,0,0,1,0.0,5,0.0,0,1,35500,6,5,2,0,100.0,0,1,15000,36,11.99,498.15,2,1,1,0,0,0.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1.0,80000.0,9.29,0.0,0.0,0,999.0,2004,0,11,5,22600,19502,0,0,999.0,0,0,0,0,999.0,5,0.0,0,4,21600,7,5,4,0,100.0,0,0,25000,36,18.45,909.47,4,0,0,0,0,0.3125,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,38000.0,11.5,0.0,0.0,0,999.0,2006,9,21,9,16600,4447,0,1,999.0,0,244,1,5,1.0,9,0.0,0,1,9400,8,6,1,0,100.0,0,1,2000,36,13.59,67.96,3,0,0,0,0,0.05263157894736842,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,108000.0,28.65,0.0,0.0,0,999.0,1999,4,49,14,369729,110667,0,0,999.0,0,0,3,5,0.0,14,0.0,0,7,69800,14,9,7,1,100.0,0,0,35725,36,10.91,1168.07,2,0,0,0,0,0.33078703703703705,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,25000.0,8.68,0.0,0.0,0,999.0,2005,0,8,7,25500,8146,0,0,999.0,0,0,0,3,999.0,7,0.0,0,5,25500,8,7,5,0,100.0,0,0,14000,60,11.98,311.29,2,1,0,0,0,0.56,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.0,62000.0,24.46,0.0,0.0,0,35.0,2008,1,44,16,306048,283750,0,0,35.0,0,0,2,2,2.0,16,0.0,0,4,19500,19,14,8,0,100.0,0,0,13600,36,19.03,498.73,4,1,0,1,1,0.21935483870967742,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,35000.0,0.86,0.0,0.0,0,64.0,2010,1,18,13,29480,30333,0,0,64.0,0,494,12,8,8.0,13,0.0,0,0,0,2,1,1,0,94.4,0,0,3000,36,19.03,110.02,4,1,0,1,1,0.08571428571428572,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,58000.0,21.19,0.0,0.0,1,7.0,2002,0,46,25,118674,101390,0,0,999.0,0,0,17,4,999.0,25,0.0,0,4,39400,12,8,4,0,95.1,0,0,12000,60,26.3,361.42,5,0,0,1,0,0.20689655172413793,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,172000.0,4.35,0.0,0.0,0,999.0,2003,2,20,11,57023,27040,0,1,999.0,0,0,3,2,2.0,11,0.0,0,2,15900,12,8,6,0,100.0,0,1,15000,60,20.0,397.41,4,1,0,0,0,0.0872093023255814,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,280000.0,7.35,0.0,0.0,0,999.0,2000,2,30,12,836703,33648,0,0,999.0,0,0,1,4,11.0,12,0.0,0,1,131800,18,9,2,1,100.0,0,0,40000,36,5.31,1204.42,1,0,0,0,0,0.14285714285714285,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5.0,74000.0,12.84,0.0,0.0,0,999.0,2007,3,24,11,266678,69397,0,1,999.0,0,0,2,8,5.0,11,0.0,0,2,6300,9,7,5,1,100.0,0,1,20000,60,26.77,607.97,5,0,0,0,0,0.2702702702702703,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,63500.0,1.08,0.0,0.0,0,999.0,2007,0,11,3,6800,4941,0,0,999.0,0,179,1,0,14.0,3,0.0,0,0,1300,7,2,0,1,90.9,0,0,2500,36,11.98,83.02,2,0,0,0,0,0.03937007874015748,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,105000.0,32.69,0.0,0.0,0,47.0,2001,2,26,18,429542,99071,0,0,47.0,0,0,5,6,4.0,18,0.0,0,11,49400,16,12,11,3,80.8,0,0,25000,60,30.79,821.01,7,0,0,1,1,0.23809523809523808,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,50000.0,2.38,109800.0,19.28,0,999.0,2002,3,13,5,172009,5860,0,0,999.0,0,0,1,4,6.0,5,0.0,0,1,10000,7,3,1,1,100.0,0,0,40000,60,13.58,922.05,3,0,1,0,0,0.8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2.0,40000.0,29.67,0.0,0.0,1,4.0,2011,3,19,12,228393,29858,0,0,999.0,0,0,2,5,4.0,12,0.0,0,3,19800,12,9,5,2,94.7,0,0,6500,36,15.05,225.49,3,0,0,1,0,0.1625,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10.0,58000.0,13.64,113000.0,8.98,0,999.0,2013,0,7,5,40240,23016,0,1,999.0,0,713,1,0,999.0,5,0.0,0,1,1900,4,4,4,0,100.0,0,1,5000,36,7.34,155.17,1,0,1,0,0,0.08620689655172414,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
7.0,27000.0,23.87,0.0,0.0,0,999.0,2005,0,27,17,42183,25237,0,0,999.0,0,0,11,0,999.0,17,0.0,0,3,10100,13,6,3,0,100.0,0,0,7200,36,13.59,244.65,3,0,0,0,0,0.26666666666666666,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,36000.0,26.73,0.0,0.0,2,18.0,2007,3,45,23,69394,27411,0,0,63.0,0,0,3,16,2.0,23,0.0,0,2,27200,25,19,4,0,91.1,0,0,20700,60,26.77,629.24,5,1,0,1,1,0.575,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,180000.0,12.03,0.0,0.0,0,999.0,1996,3,55,23,413060,93495,0,1,999.0,0,0,13,14,4.0,23,0.0,0,5,37500,17,9,7,1,100.0,0,1,10000,36,19.03,366.72,4,1,0,0,0,0.05555555555555555,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,48000.0,8.98,0.0,0.0,1,13.0,1996,2,37,9,27634,11004,0,0,999.0,0,405,3,4,2.0,9,0.0,0,2,8000,28,5,2,1,89.2,0,0,18000,36,20.0,668.95,4,0,0,1,0,0.375,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,89000.0,18.42,0.0,0.0,0,999.0,2002,3,23,12,73486,47743,0,0,999.0,0,0,4,14,1.0,12,0.0,0,3,8500,11,8,4,1,100.0,0,0,40000,60,15.05,952.65,3,0,0,0,0,0.449438202247191,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,281125.0,7.15,0.0,0.0,0,999.0,1979,0,26,11,1627460,98339,0,0,999.0,0,156,2,4,15.0,11,0.0,0,5,148000,14,8,5,1,100.0,0,0,35000,36,6.72,1076.23,1,0,0,0,0,0.12449977767896843,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,80000.0,27.86,0.0,0.0,0,999.0,1985,7,23,8,124667,109716,0,0,999.0,0,0,3,4,0.0,8,0.0,0,4,13900,7,5,5,0,100.0,0,0,13200,60,23.88,378.82,5,0,0,0,0,0.165,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,87120.0,17.48,0.0,0.0,0,43.0,2002,1,10,5,109400,58817,0,0,43.0,0,0,2,2,0.0,5,0.0,0,2,20000,6,3,2,0,70.0,0,0,30000,60,15.05,714.49,3,0,0,1,1,0.3443526170798898,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,56000.0,15.71,0.0,0.0,0,35.0,2006,0,16,9,26598,19444,0,1,999.0,0,0,1,2,13.0,9,0.0,0,3,8800,13,8,5,0,100.0,0,1,3000,36,20.0,111.5,4,0,0,1,0,0.05357142857142857,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.0,50000.0,2.5,90000.0,5.96,0,999.0,2013,0,4,2,6000,3650,0,0,999.0,0,0,0,1,19.0,2,0.0,0,2,6000,2,2,2,0,100.0,0,0,18000,60,17.47,451.91,4,1,1,0,0,0.36,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
8.0,20000.0,9.3,0.0,0.0,0,999.0,2002,2,11,3,16500,6796,0,0,999.0,0,0,0,1,0.0,3,0.0,0,2,16500,6,3,2,0,100.0,0,0,15000,36,11.99,498.15,2,1,0,0,0,0.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,37020.0,10.24,0.0,0.0,0,999.0,2006,3,17,9,37900,9181,0,0,999.0,0,0,1,3,4.0,9,0.0,0,4,17300,12,8,6,2,100.0,0,0,3600,36,10.91,117.71,2,0,0,0,0,0.09724473257698542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,48000.0,15.25,0.0,0.0,0,999.0,2006,3,6,5,20594,15632,0,0,999.0,0,0,2,3,3.0,5,0.0,0,3,3600,4,3,3,0,100.0,0,0,15000,60,28.72,473.58,6,1,0,0,0,0.3125,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.0,50000.0,18.07,0.0,0.0,0,999.0,2012,1,20,10,81361,40609,0,0,999.0,0,0,1,7,11.0,10,0.0,0,8,52100,16,9,8,0,100.0,0,0,20000,36,9.44,640.1,2,0,0,0,0,0.4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,50000.0,59.68,170000.0,39.79,2,22.0,1984,0,39,21,329268,86113,0,0,999.0,0,0,1,2,16.0,21,0.0,0,5,73000,30,19,8,3,94.9,0,0,15000,36,13.59,509.69,3,0,1,1,0,0.3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1.0,200000.0,11.04,0.0,0.0,0,999.0,2010,5,12,10,127412,74590,0,0,999.0,0,0,2,6,6.0,10,0.0,0,4,40500,8,8,7,1,100.0,0,0,30000,60,15.04,714.33,3,0,0,0,0,0.15,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
6.0,56000.0,25.7,121000.0,13.15,0,999.0,1984,14,61,12,403029,63493,0,1,999.0,0,0,2,9,2.0,12,0.0,0,3,7700,21,8,5,4,100.0,0,1,14000,36,9.44,448.07,2,0,1,0,0,0.25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
10.0,95000.0,17.69,0.0,0.0,0,999.0,2007,4,34,12,153376,85445,0,0,999.0,0,0,3,7,1.0,12,0.0,0,2,64300,17,9,3,1,100.0,0,0,3500,36,6.08,106.61,1,0,0,0,0,0.03684210526315789,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,135000.0,20.24,0.0,0.0,0,38.0,2001,3,59,10,389217,204932,0,0,69.0,0,0,3,9,5.0,10,0.0,0,1,2000,17,5,1,4,94.7,0,0,16000,60,14.08,372.96,3,0,0,1,1,0.11851851851851852,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
10.0,155000.0,2.01,0.0,0.0,0,999.0,2000,2,33,17,544500,22747,0,0,999.0,0,0,0,2,2.0,17,0.0,0,2,168800,23,15,2,4,100.0,0,0,40000,36,6.08,1218.33,1,0,0,0,0,0.25806451612903225,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2.0,52000.0,9.55,0.0,0.0,0,26.0,2012,1,15,10,36949,15406,0,0,999.0,0,217,1,4,10.0,10,0.0,0,4,23900,14,9,4,0,93.3,0,0,23625,36,21.45,895.55,4,0,0,1,0,0.4543269230769231,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,46000.0,18.18,0.0,0.0,1,6.0,2005,0,21,10,45200,14718,0,0,999.0,0,0,2,3,16.0,10,0.0,0,3,19700,18,8,7,1,95.2,0,0,9000,36,12.61,301.56,3,0,0,1,0,0.1956521739130435,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,82000.0,6.2,0.0,0.0,0,48.0,1982,3,24,12,19522,14910,0,1,999.0,0,107,2,7,4.0,12,0.0,0,5,11800,15,8,6,1,95.7,0,1,24000,60,20.0,635.86,4,0,0,1,0,0.2926829268292683,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,50000.0,13.79,0.0,0.0,0,999.0,2013,3,15,13,220796,17446,0,0,999.0,0,0,1,6,9.0,13,0.0,0,4,6300,12,11,6,1,100.0,0,0,5000,36,10.91,163.49,2,0,0,0,0,0.1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,68000.0,16.11,0.0,0.0,0,57.0,2004,0,16,4,96017,75964,0,0,999.0,0,0,3,2,999.0,4,0.0,0,0,0,6,1,0,1,87.5,0,0,10000,60,11.98,222.35,2,0,0,1,0,0.14705882352941177,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,105000.0,14.96,0.0,0.0,2,4.0,2000,4,37,19,231470,28858,0,0,74.0,0,1799,2,6,3.0,19,0.0,0,10,36128,29,16,14,2,89.0,0,0,35000,36,18.06,1266.39,4,1,0,1,1,0.3333333333333333,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,55000.0,28.5,0.0,0.0,0,999.0,2005,1,33,4,77024,51682,0,0,999.0,0,0,3,6,5.0,4,0.0,0,0,15000,8,1,0,0,100.0,0,0,24875,60,24.85,727.93,5,0,0,0,0,0.45227272727272727,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,50000.0,59.29,118000.0,33.85,0,999.0,1990,0,35,21,375828,87934,0,0,999.0,0,0,6,3,14.0,21,0.0,0,8,51300,17,13,11,2,100.0,0,0,40000,60,20.0,1059.76,4,0,1,0,0,0.8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
10.0,45000.0,14.37,0.0,0.0,4,12.0,2003,2,41,13,42538,29513,0,0,12.0,0,0,1,4,5.0,13,0.0,0,2,4400,24,12,8,2,77.8,0,0,3000,36,16.01,105.49,3,0,0,1,1,0.06666666666666667,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,40825.0,6.7,0.0,0.0,0,30.0,2010,7,20,7,267513,7705,0,0,999.0,0,0,0,7,3.0,7,0.0,0,2,16100,10,6,2,5,95.0,0,0,15000,60,20.0,397.41,4,0,0,1,0,0.3674219228413962,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,60000.0,26.0,0.0,0.0,0,999.0,1997,7,40,16,80053,48604,0,0,999.0,0,0,5,8,3.0,16,0.0,0,3,7900,11,11,7,1,100.0,0,0,8000,36,21.45,303.26,4,0,0,0,0,0.13333333333333333,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.0,39000.0,1.29,0.0,0.0,0,999.0,2006,5,10,5,88128,1407,0,0,999.0,0,0,0,6,2.0,5,0.0,0,2,5300,9,4,2,1,100.0,0,0,5000,36,16.01,175.81,3,0,0,0,0,0.1282051282051282,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,48000.0,26.4,0.0,0.0,0,999.0,2012,0,12,7,59731,41867,0,1,999.0,0,0,1,6,17.0,7,0.0,0,3,19200,6,6,4,0,100.0,0,1,10000,36,12.62,335.12,3,0,0,0,0,0.20833333333333334,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,120000.0,12.99,0.0,0.0,0,999.0,2009,8,40,16,298232,105006,0,0,999.0,0,0,9,6,3.0,16,0.0,0,1,9000,10,6,4,1,100.0,0,0,6750,36,7.96,211.4,1,0,0,0,0,0.05625,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,74000.0,23.81,0.0,0.0,0,999.0,2002,4,28,20,250955,51811,0,0,999.0,0,0,3,18,3.0,20,0.0,0,6,38100,18,15,9,1,100.0,0,0,25000,60,19.42,654.31,4,1,0,0,0,0.33783783783783783,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
